Wall time,Step,Value
1764557579.6763628,200,0.0010000000474974513
1764557590.4915388,400,0.0010000000474974513
1764557601.2775874,600,0.0010000000474974513
1764557612.0537093,800,0.0010000000474974513
1764557622.8969567,1000,0.0010000000474974513
1764557633.9294853,1200,0.0010000000474974513
1764557644.8010094,1400,0.0010000000474974513
1764557655.669866,1600,0.0010000000474974513
1764557666.5189724,1800,0.0010000000474974513
1764557677.4176822,2000,0.0010000000474974513
1764557688.3185685,2200,0.0010000000474974513
1764557699.3600185,2400,0.0010000000474974513
1764557710.263037,2600,0.0010000000474974513
1764557721.0826619,2800,0.0010000000474974513
1764557731.952307,3000,0.0010000000474974513
1764557742.7356308,3200,0.0010000000474974513
1764557753.657137,3400,0.0010000000474974513
1764557764.527023,3600,0.0010000000474974513
1764557775.3685856,3800,0.0010000000474974513
1764557786.1664002,4000,0.0010000000474974513
1764557797.0601094,4200,0.0010000000474974513
1764557807.9550624,4400,0.0010000000474974513
1764557818.9531722,4600,0.0010000000474974513
1764557829.757094,4800,0.0010000000474974513
1764557840.5773387,5000,0.0010000000474974513
1764557851.421811,5200,0.0010000000474974513
1764557862.3606322,5400,0.0010000000474974513
1764557873.403848,5600,0.0010000000474974513
1764557884.2710445,5800,0.0010000000474974513
1764557895.0806906,6000,0.0010000000474974513
1764557905.8843508,6200,0.0010000000474974513
1764557916.7573256,6400,0.0010000000474974513
1764557927.6313376,6600,0.0010000000474974513
1764557938.6821682,6800,0.0010000000474974513
1764557949.531138,7000,0.0010000000474974513
1764557960.387978,7200,0.0010000000474974513
1764557971.1640515,7400,0.0010000000474974513
1764557982.0200052,7600,0.0010000000474974513
1764557992.986075,7800,0.0010000000474974513
1764558003.8386245,8000,0.0010000000474974513
1764558014.6201036,8200,0.0008999999845400453
1764558025.4221396,8400,0.0008999999845400453
1764558036.2335708,8600,0.0008999999845400453
1764558047.071815,8800,0.0008999999845400453
1764558058.165394,9000,0.0008999999845400453
1764558069.039987,9200,0.0008999999845400453
1764558079.8851347,9400,0.0008999999845400453
1764558090.7056384,9600,0.0008999999845400453
1764558101.5348482,9800,0.0008999999845400453
1764558112.4157307,10000,0.0008999999845400453
1764558123.4785323,10200,0.0008999999845400453
1764558134.3102274,10400,0.0008999999845400453
1764558145.0869753,10600,0.0008999999845400453
1764558155.861569,10800,0.0008999999845400453
1764558166.6566596,11000,0.0008999999845400453
1764558177.6793792,11200,0.0008999999845400453
1764558188.560401,11400,0.0008999999845400453
1764558199.3571837,11600,0.0008999999845400453
1764558210.1493547,11800,0.0008999999845400453
1764558220.9587538,12000,0.0008999999845400453
1764558231.7441256,12200,0.0008999999845400453
1764558242.7338352,12400,0.0008999999845400453
1764558253.5916905,12600,0.0008999999845400453
1764558264.3949997,12800,0.0008099999977275729
1764558275.1727464,13000,0.0008099999977275729
1764558285.8835173,13200,0.0008099999977275729
1764558296.7985566,13400,0.0008099999977275729
1764558307.6770236,13600,0.0008099999977275729
1764558318.593084,13800,0.0008099999977275729
1764558329.3634043,14000,0.0008099999977275729
1764558340.1512644,14200,0.0008099999977275729
1764558350.8686714,14400,0.0008099999977275729
1764558361.7969747,14600,0.0008099999977275729
1764558372.6844916,14800,0.0008099999977275729
1764558383.626477,15000,0.0008099999977275729
1764558394.477509,15200,0.0008099999977275729
1764558405.2633407,15400,0.0008099999977275729
1764558416.1398604,15600,0.0008099999977275729
1764558426.8841953,15800,0.0008099999977275729
1764558437.7626457,16000,0.0008099999977275729
1764558448.6729605,16200,0.0008099999977275729
1764558459.4753625,16400,0.0008099999977275729
1764558470.2550995,16600,0.0008099999977275729
1764558481.1066349,16800,0.0008099999977275729
1764558491.8270142,17000,0.0008099999977275729
1764558502.6880536,17200,0.0008099999977275729
1764558513.5711715,17400,0.0008099999977275729
1764558524.3390899,17600,0.0008099999977275729
1764558535.1094334,17800,0.00072900002123788
1764558545.9840941,18000,0.00072900002123788
1764558556.727221,18200,0.00072900002123788
1764558567.5440538,18400,0.00072900002123788
1764558578.429681,18600,0.0006560999900102615
1764558589.224792,18800,0.0006560999900102615
1764558600.1782887,19000,0.0006560999900102615
1764558610.922174,19200,0.0006560999900102615
1764558621.6806443,19400,0.0005904900026507676
1764558632.483207,19600,0.0005904900026507676
1764558643.388065,19800,0.0005904900026507676
1764558654.211777,20000,0.0005904900026507676
1764558665.1811035,20200,0.0005314410082064569
1764558675.9564433,20400,0.0005314410082064569
1764558686.71823,20600,0.0005314410082064569
1764558697.5205617,20800,0.0005314410082064569
1764558708.442469,21000,0.0005314410082064569
1764558719.4172828,21200,0.0005314410082064569
1764558730.183521,21400,0.00047829688992351294
1764558740.9153063,21600,0.00047829688992351294
1764558751.6549826,21800,0.00047829688992351294
1764558762.4802372,22000,0.00047829688992351294
1764558773.403548,22200,0.00047829688992351294
