Wall time,Step,Value
1764558790.3162818,200,0.0010000000474974513
1764558801.2857993,400,0.0010000000474974513
1764558812.2740312,600,0.0010000000474974513
1764558823.2753613,800,0.0010000000474974513
1764558834.2750332,1000,0.0010000000474974513
1764558845.37572,1200,0.0010000000474974513
1764558856.3683639,1400,0.0010000000474974513
1764558867.3429143,1600,0.0010000000474974513
1764558878.4739704,1800,0.0010000000474974513
1764558889.5420241,2000,0.0010000000474974513
1764558900.5505083,2200,0.0010000000474974513
1764558911.6355422,2400,0.0010000000474974513
1764558922.6412017,2600,0.0010000000474974513
1764558933.6762154,2800,0.0010000000474974513
1764558944.7953007,3000,0.0010000000474974513
1764558955.835177,3200,0.0010000000474974513
1764558966.9479828,3400,0.0010000000474974513
1764558977.9099429,3600,0.0010000000474974513
1764558988.8728757,3800,0.0010000000474974513
1764558999.963803,4000,0.0010000000474974513
1764559011.1251154,4200,0.0010000000474974513
1764559022.1495616,4400,0.0010000000474974513
1764559033.308025,4600,0.0010000000474974513
1764559044.2917552,4800,0.0010000000474974513
1764559055.2931736,5000,0.0010000000474974513
1764559066.3867147,5200,0.0010000000474974513
1764559077.5020006,5400,0.0010000000474974513
1764559088.7107773,5600,0.0010000000474974513
1764559099.8307915,5800,0.0010000000474974513
1764559110.900002,6000,0.0010000000474974513
1764559121.9985635,6200,0.0010000000474974513
1764559133.0498886,6400,0.0010000000474974513
1764559144.213367,6600,0.0010000000474974513
1764559155.3388908,6800,0.0010000000474974513
1764559166.4221787,7000,0.0010000000474974513
1764559177.5340867,7200,0.0010000000474974513
1764559188.61879,7400,0.0010000000474974513
1764559199.7082744,7600,0.0010000000474974513
1764559210.933522,7800,0.0010000000474974513
1764559222.0541377,8000,0.0010000000474974513
1764559233.1079664,8200,0.0010000000474974513
1764559244.153291,8400,0.0010000000474974513
1764559255.2356226,8600,0.0010000000474974513
1764559266.2390034,8800,0.0010000000474974513
1764559277.3548112,9000,0.0010000000474974513
1764559288.3278003,9200,0.0010000000474974513
1764559299.3271298,9400,0.0010000000474974513
1764559310.28104,9600,0.0010000000474974513
1764559321.189972,9800,0.0010000000474974513
1764559332.1554418,10000,0.0010000000474974513
1764559343.2924361,10200,0.0010000000474974513
1764559354.2745836,10400,0.0010000000474974513
1764559365.2946742,10600,0.0010000000474974513
1764559376.3328767,10800,0.0010000000474974513
1764559387.3154578,11000,0.0010000000474974513
1764559398.4783952,11200,0.0010000000474974513
1764559409.4875567,11400,0.0008999999845400453
1764559420.5124393,11600,0.0008999999845400453
1764559431.5395622,11800,0.0008999999845400453
1764559442.588736,12000,0.0008999999845400453
1764559453.6339936,12200,0.0008999999845400453
1764559464.818702,12400,0.0008999999845400453
1764559475.8925958,12600,0.0008999999845400453
1764559486.9849188,12800,0.0008999999845400453
1764559498.036548,13000,0.0008999999845400453
1764559509.0647728,13200,0.0008999999845400453
1764559520.275158,13400,0.0008999999845400453
1764559531.3451462,13600,0.0008999999845400453
1764559542.424242,13800,0.0008999999845400453
1764559553.4979463,14000,0.0008999999845400453
1764559564.6100726,14200,0.0008999999845400453
1764559575.6943157,14400,0.0008999999845400453
1764559586.8981388,14600,0.0008099999977275729
1764559597.9976568,14800,0.0008099999977275729
1764559609.087488,15000,0.0008099999977275729
1764559620.230684,15200,0.0008099999977275729
1764559631.3154826,15400,0.0008099999977275729
1764559642.5832865,15600,0.00072900002123788
1764559653.7232876,15800,0.00072900002123788
1764559664.8238533,16000,0.00072900002123788
1764559675.9117575,16200,0.00072900002123788
1764559686.9576411,16400,0.0006560999900102615
1764559698.0465257,16600,0.0006560999900102615
1764559709.291193,16800,0.0006560999900102615
1764559720.3548687,17000,0.0006560999900102615
1764559731.445587,17200,0.0005904900026507676
1764559742.5444775,17400,0.0005904900026507676
1764559753.6547751,17600,0.0005904900026507676
1764559764.7559803,17800,0.0005904900026507676
1764559775.994752,18000,0.0005904900026507676
1764559787.124099,18200,0.0005904900026507676
1764559798.1851075,18400,0.0005904900026507676
1764559809.268911,18600,0.0005904900026507676
1764559820.362175,18800,0.0005904900026507676
1764559831.589981,19000,0.0005904900026507676
1764559842.67219,19200,0.0005904900026507676
1764559853.7603936,19400,0.0005904900026507676
1764559864.8343918,19600,0.0005904900026507676
1764559875.9640965,19800,0.0005904900026507676
1764559887.030462,20000,0.0005904900026507676
1764559898.234877,20200,0.0005904900026507676
1764559909.303415,20400,0.0005314410082064569
1764559920.3483653,20600,0.0005314410082064569
1764559931.4212062,20800,0.0005314410082064569
1764559942.4759755,21000,0.0005314410082064569
1764559953.6897244,21200,0.0005314410082064569
1764559964.7544758,21400,0.00047829688992351294
1764559975.8107784,21600,0.00047829688992351294
1764559986.864816,21800,0.00047829688992351294
1764559997.9069977,22000,0.00047829688992351294
1764560008.9497583,22200,0.0004304672183934599
